artist,song,tag,content,tag_2,prompt_baseline_gemma,sentence,generated_content,id
Sabrina Carpenter,Thumbs,[Verse 2],"Somewhere in the world
They think they're working for themselves
They get up every day to go to work for someone else
And somebody works for them
And so, they think they've got it made
But they're all just working to get paid the very same",[Verse],"Write the [Verse] of a song titled ""Thumbs"" in the style of ""Sabrina Carpenter"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Thumbs"" in the style of ""Sabrina Carpenter"". Generate only 4 sentences.","(Verse)
Sun sets low, paints the sky in gold
Shadows stretching, secrets untold
Holding hands with memories, fading away
But your thumbs, oh your thumbs, leave a mark to stay.",808
Sabrina Carpenter,Thumbs,[Chorus],"And so, they keep on twiddlin' them thumbs
Skiddly-dee-dat-dum (Dum, dum, dum, dum)
They gonna keep on twiddlin' them thumbs
Skiddly-dee-dat-dum-dum (Dum, dum, dum, dum)
And so, they keep on twiddlin' them thumbs
Skiddly-dee-dat-dum (Skiddly-dee-dat-dum)
They gonna keep on twiddlin' them thumbs
Skiddly-dee-dat-dum-dum (Dum, dum, dum)
You might also like",[Chorus],"Write the [Chorus] of a song titled ""Thumbs"" in the style of ""Sabrina Carpenter"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Thumbs"" in the style of ""Sabrina Carpenter"". Generate only 4 sentences.","(Chorus)
Thumbs up, thumbs down,
Like a silent conversation in the town.
Flicking through the screen, a double take,
Is this really who we are in the digital wake?",809
Sabrina Carpenter,Thumbs,[Verse 3],"Somewhere in the world
You got a robber and a bank
And the bank robbed the people
So the people rob the bank
And the police came to get him, but they let him get away
'Cause they're all just working to get paid the very same",[Verse],"Write the [Verse] of a song titled ""Thumbs"" in the style of ""Sabrina Carpenter"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Thumbs"" in the style of ""Sabrina Carpenter"". Generate only 4 sentences.","(Verse)
Sunsets bleeding orange, painting shadows on the wall
Empty coffee mug, echoes whispering in this hollow hall
But I'm not here for memories, or the whispers in the night
Just counting calloused thumbs, holding secrets in their light.",810
Sabrina Carpenter,Thumbs,[Pre-Chorus],"'Cause that's just the way of the world
It never ends 'til the end, and then you start again
That's just the way of the world
That's just the way of the world",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Thumbs"" in the style of ""Sabrina Carpenter"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Thumbs"" in the style of ""Sabrina Carpenter"". Generate only 4 sentences.","Sun sets low, casting shadows on the wall
Empty coffee mug, silence breaking after all
But in this quiet moment, I find my wandering thoughts
Leading me back to days when life was just in digits and knots.",811
Sabrina Carpenter,Thumbs,[Chorus],"And so, they keep on twiddlin' them thumbs
Skiddly-dee-dat-dum (Skiddly-dee-dat-dum)
They gonna keep on twiddlin' them thumbs
Skiddly-dee-dat-dum-dum (Dum, dum, dum, dum)
And so, they keep on twiddlin' them thumbs
Skiddly-dee-dat-dum (Skiddly-dee-dat-dum)
They gonna keep on twiddlin' them thumbs
Skiddly-dee-dat-dum-dum (Dum, dum, dum)",[Chorus],"Write the [Chorus] of a song titled ""Thumbs"" in the style of ""Sabrina Carpenter"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Thumbs"" in the style of ""Sabrina Carpenter"". Generate only 4 sentences.","(Chorus)
Thumbs up, thumbs down,
Secrets whispered, voices drown.
Silent stories in every crease,
In the language of skin, secrets release.",812
Sabrina Carpenter,Thumbs,[Bridge],"Don't believe everything that you hear
Let it go through your left and right ear
Don't just march to the beat of that drum
Don't be one of them people just twiddlin' them thumbs",[Bridge],"Write the [Bridge] of a song titled ""Thumbs"" in the style of ""Sabrina Carpenter"". Generate only 4 sentences.","Write the [Bridge] of a song titled ""Thumbs"" in the style of ""Sabrina Carpenter"". Generate only 4 sentences.","(Bridge)
Skin like porcelain, moonlight in your hair
Shadows stretching long, secrets whispered there
Every crease and scar, a story in your eyes
In every twitch of your thumb, a silent surprise.",813
Sabrina Carpenter,Thumbs,[Pre-Chorus],"'Cause that's just the way of the world (Way of the world)
It never ends 'til the end, and then you start again (Start again)
That's just the way of the world
That's just the way of the world",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Thumbs"" in the style of ""Sabrina Carpenter"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Thumbs"" in the style of ""Sabrina Carpenter"". Generate only 4 sentences.","Shadows linger in the fading light,
Memories trace your fingertips tonight.
Each crease, each curve, a whispered tale,
Of secrets shared, of love that prevailed.",814
Sabrina Carpenter,Thumbs,[Chorus],"And so, they keep on twiddlin' them thumbs (Keep on)
Skiddly-dee-dat-dum (Skiddly-dee-dat-dum)
They gonna keep on twiddlin' them thumbs
Skiddly-dee-dat-dum-dum (Woo, woo, dum, dum, dum)
And so, they keep on twiddlin' them thumbs (Keep on, keep on)
Skiddly-dee-dat-dum (Skiddly-dee-dat-dum)
They gonna keep on twiddlin' them thumbs (Laa)
Skiddly-dee-dat-dum-dum
(Skiddly-dee-dat-dat-dat-de-dat-dum-dum)",[Chorus],"Write the [Chorus] of a song titled ""Thumbs"" in the style of ""Sabrina Carpenter"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Thumbs"" in the style of ""Sabrina Carpenter"". Generate only 4 sentences.","(Chorus)
Thumbs up, thumbs down, gotta love the choices we make
Picking winners, picking fights, gotta keep the scoreboard straight
Left or right, doesn't matter, long as I'm making my mark
With my thumbs, I'm a symphony, playing my own little spark.",815
Sabrina Carpenter,Thumbs,[Outro],"And so, they keep on twiddlin' them thumbs (Keep on, keep on)
Skiddly-dee-dat-dum (Dum, dum, dum, dum)
They keep on, they keep on
They gonna keep on twiddlin' them thumbs
Skiddly-dee-dat-dum-dum
'Cause that's just the way of the world",[Outro],"Write the [Outro] of a song titled ""Thumbs"" in the style of ""Sabrina Carpenter"". Generate only 4 sentences.","Write the [Outro] of a song titled ""Thumbs"" in the style of ""Sabrina Carpenter"". Generate only 4 sentences.","Shadows fade, the moon ascends,
Memories linger, interweaving blends.
One final touch, a silent plea,
Thumbs remember, secrets set free.",816
Sam Smith,How Do You Sleep?,[Verse 1],"I'm done hatin' myself for feelin'
I'm done cryin' myself awake
I gotta leave and start the healin'
But when you move like that, I just wanna stay",[Verse],"Write the [Verse] of a song titled ""How Do You Sleep?"" in the style of ""Sam Smith"". Generate only 4 sentences.","Write the [Verse] of a song titled ""How Do You Sleep?"" in the style of ""Sam Smith"". Generate only 4 sentences.","Soft shadows linger in the room,
Sun's surrendered, day's a fading bloom.
Your chest rises slowly, rhythm calm and slow,
How do you sleep so soundly, where worries go?",817
Sam Smith,How Do You Sleep?,[Pre-Chorus],"What have I become now?
Lookin' through your phone now
Oh now, love to you is just a game
Look what I have done now
Dialling up the numbers on you
I don't want my heart to break",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""How Do You Sleep?"" in the style of ""Sam Smith"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""How Do You Sleep?"" in the style of ""Sam Smith"". Generate only 4 sentences.","Shadows stretch across the room,
Silence hangs like a whispered tune.
Close your eyes, let peace consume,
How do you sleep when darkness blooms?",818
Sam Smith,How Do You Sleep?,[Chorus],"Baby, how do you sleep when you lie to me?
All that shame and all that danger
I'm hopin' that my love will keep you up tonight
Baby, how do you sleep when you lie to me?
All that fear and all that pressure
I'm hopin' that my love will keep you up tonight",[Chorus],"Write the [Chorus] of a song titled ""How Do You Sleep?"" in the style of ""Sam Smith"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""How Do You Sleep?"" in the style of ""Sam Smith"". Generate only 4 sentences.","(Chorus)
How do you sleep at night, knowing what you know?
Shadows stretching, secrets whispered, shadows slow.
Stars like diamonds, tears like rain,
In the silence of the night, whispers reign.",819
Sam Smith,How Do You Sleep?,[Post-Chorus],"(Tell me, how do you—)
Love will keep you up tonight
(Tell me, how do you—)
See Sam Smith LiveGet tickets as low as $36You might also like",[Post-Chorus],"Write the [Post-Chorus] of a song titled ""How Do You Sleep?"" in the style of ""Sam Smith"". Generate only 4 sentences.","Write the [Post-Chorus] of a song titled ""How Do You Sleep?"" in the style of ""Sam Smith"". Generate only 4 sentences.","Shadows stretch across the ceiling, moonlight paints the walls in gold.
Sleep's a melody, a lullaby untold.
But in the silence of the night, I wonder if you ever feel the cold,
Or does your slumber hold the answers that my heart is searching for?",820
Sam Smith,How Do You Sleep?,[Verse 2],"Oh, no, how did I manage to lose me?
I am not this desperate, not this crazy
There's no way I'm stickin' 'round to find out
I won't lose like that, I won't lose myself",[Verse],"Write the [Verse] of a song titled ""How Do You Sleep?"" in the style of ""Sam Smith"". Generate only 4 sentences.","Write the [Verse] of a song titled ""How Do You Sleep?"" in the style of ""Sam Smith"". Generate only 4 sentences.","(Verse)
Shadows stretch across the wall, silence like a whispered call
Close your eyes, let peace unfold, secrets whispered, stories untold.
How do you sleep when darkness falls, in the silence of your walls?
Tell me how you quiet your mind, and find the peace you truly find.",821
Sam Smith,How Do You Sleep?,[Pre-Chorus],"Look what I have done (Done)
Diallin' up the numbers on you
I don't want my heart to break",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""How Do You Sleep?"" in the style of ""Sam Smith"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""How Do You Sleep?"" in the style of ""Sam Smith"". Generate only 4 sentences.","Shadows stretch across the ceiling, moon a pale companion tonight.
Silence hangs like a fragile thread, a lullaby in fading light.
How do you sleep when darkness claims the day?
Tell me how you find the peace to drift away.",822
Sam Smith,How Do You Sleep?,[Chorus],"Baby, how do you sleep when you lie to me?
All that shame and all that danger
I'm hopin' that my love will keep you up tonight
Baby, how do you sleep when you lie to me?
All that fear and all that pressure
I'm hopin' that my love will keep you up tonight",[Chorus],"Write the [Chorus] of a song titled ""How Do You Sleep?"" in the style of ""Sam Smith"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""How Do You Sleep?"" in the style of ""Sam Smith"". Generate only 4 sentences.","(Chorus)
How do you sleep at night, eyes closed tight?
Knowing all the demons dance in endless light.
Your whispers echo in the shadows' embrace,
But I'll hold you close, 'til the morning's chase.",823
Sam Smith,How Do You Sleep?,[Post-Chorus],"(Tell me, how do you—)
Yeah, yeah, yeah
Love will keep you up tonight
(Tell me, how do you—)
Oh, love will keep you up tonight",[Post-Chorus],"Write the [Post-Chorus] of a song titled ""How Do You Sleep?"" in the style of ""Sam Smith"". Generate only 4 sentences.","Write the [Post-Chorus] of a song titled ""How Do You Sleep?"" in the style of ""Sam Smith"". Generate only 4 sentences.","Shadows stretch across the room,
Sleep's a melody, a silent tune.
But in the silence of the night,
Your secrets whispered in the pale moonlight.",824
Sam Smith,How Do You Sleep?,[Chorus],"Baby, how do you sleep when you lie to me?
All that shame and all that danger
I'm hopin' that my love will keep you up tonight
Baby, how do you sleep when you lie to me? (Oh)
All that fear and all that pressure (Oh)
I'm hopin' that my love will keep you up tonight
(Tell me, how do you—)",[Chorus],"Write the [Chorus] of a song titled ""How Do You Sleep?"" in the style of ""Sam Smith"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""How Do You Sleep?"" in the style of ""Sam Smith"". Generate only 4 sentences.","(Chorus)
Sleep comes creeping in the pale moonlight,
Shadows stretching, whispers in the night.
How do you sleep when shadows hold you tight?
Tell me how you find peace in the fading light.",825
Selena Gomez,Lose You To Love Me,[Verse 1],"You promised the world and I fell for it
I put you first and you adored it
Set fires to my forest
And you let it burn
Sang off-key in my chorus
'Cause it wasn't yours
I saw the signs and I ignored it
Rose-colored glasses all distorted
Set fire to my purpose
And I let it burn
You got off on the hurtin'
When it wasn't yours, yeah",[Verse],"Write the [Verse] of a song titled ""Lose You To Love Me"" in the style of ""Selena Gomez"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Lose You To Love Me"" in the style of ""Selena Gomez"". Generate only 4 sentences.","(Verse)
Shadows linger in the corner of your eyes
Secrets whispered in the moonlight, disguised
But I see the walls you built, the fears you hide
Maybe losing you would finally set my heart inside.",826
Selena Gomez,Lose You To Love Me,[Pre-Chorus],"We'd always go into it blindly
I needed to lose you to find me
This dancing was killing me softly
I needed to hate you to love me, yeah",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Lose You To Love Me"" in the style of ""Selena Gomez"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Lose You To Love Me"" in the style of ""Selena Gomez"". Generate only 4 sentences.","(Pre-Chorus)
Shadows linger in the hallway,
Your laughter fading, a distant wail.
One last embrace, a whispered plea,
Before you fade into the silent sea.",827
Selena Gomez,Lose You To Love Me,[Chorus],"To love, love, yeah
To love, love, yeah
To love, yeah
I needed to lose you to love me, yeah
To love, love, yeah
To love, love, yeah
To love, yeah
I needed to lose you to love me
You might also like",[Chorus],"Write the [Chorus] of a song titled ""Lose You To Love Me"" in the style of ""Selena Gomez"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Lose You To Love Me"" in the style of ""Selena Gomez"". Generate only 4 sentences.","(Chorus)
Lose you to love me, lose you to believe
Lose you to the rhythm, lose you to the street
But if it means forgetting all the days we cried
Then I'd rather lose you and learn to fly inside.",828
Selena Gomez,Lose You To Love Me,[Verse 2],"I gave my all and they all know it
Then you tore me down and now it's showing
In two months, you replaced us
Like it was easy
Made me think I deserved it
In the thick of healing, yeah",[Verse],"Write the [Verse] of a song titled ""Lose You To Love Me"" in the style of ""Selena Gomez"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Lose You To Love Me"" in the style of ""Selena Gomez"". Generate only 4 sentences.","(Verse)
Sunsets bleeding gold, whispers in the breeze
You held my hand, promised you'd stay at ease
But shadows shift and secrets hide behind your eyes
Guess I'll lose you to love me, to reach for deeper skies.",829
Selena Gomez,Lose You To Love Me,[Pre-Chorus],"We'd always go into it blindly
I needed to lose you to find me
This dancing was killing me softly
I needed to hate you to love me, yeah",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Lose You To Love Me"" in the style of ""Selena Gomez"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Lose You To Love Me"" in the style of ""Selena Gomez"". Generate only 4 sentences.","(Pre-Chorus)
Shadows linger in the hallway,
Your eyes hold secrets I can't unravel.
Maybe letting go is the only way,
To find the love that lights the day.",830
Selena Gomez,Lose You To Love Me,[Chorus],"To love, love, yeah
To love, love, yeah
To love, yeah
I needed to lose you to love me, yeah
To love, love, yeah
To love, love, yeah
To love, yeah
I needed to lose you to love me",[Chorus],"Write the [Chorus] of a song titled ""Lose You To Love Me"" in the style of ""Selena Gomez"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Lose You To Love Me"" in the style of ""Selena Gomez"". Generate only 4 sentences.","(Chorus)
Lose you to love me, that's the price I pay
To keep this heart open, to let the sunshine through today
If it means losing you, then I'll lose you to love
Because in your arms, I finally feel enough",831
Selena Gomez,Lose You To Love Me,[Bridge],"You promised the world and I fell for it
I put you first and you adored it
Set fires to my forest
And you let it burn
Sang off-key in my chorus",[Bridge],"Write the [Bridge] of a song titled ""Lose You To Love Me"" in the style of ""Selena Gomez"". Generate only 4 sentences.","Write the [Bridge] of a song titled ""Lose You To Love Me"" in the style of ""Selena Gomez"". Generate only 4 sentences.","(Bridge)
But if loving you means losing myself in your arms
Then let me go, like whispers in the summer storms
I'd rather be free, a wild flame in the night
Than lose my own heart in the fading morning light.",832
Selena Gomez,Lose You To Love Me,[Chorus],"To love, love, yeah
To love, love, yeah
To love, yeah
I needed to hate you to love me, yeah
To love, love, yeah
To love, love, yeah
To love, yeah
I needed to lose you to love me
To love, love, yeah
To love, love, yeah
To love, yeah",[Chorus],"Write the [Chorus] of a song titled ""Lose You To Love Me"" in the style of ""Selena Gomez"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Lose You To Love Me"" in the style of ""Selena Gomez"". Generate only 4 sentences.","(Chorus)
Lose you to love me, lose you to believe
Lose you to the rhythm, lose you in the breeze
But if I lose you in the moonlight, I'll know it's true
I'd rather lose you than never loved you at all, it's true.",833
Selena Gomez,Lose You To Love Me,[Outro],"And now the chapter is closed and done
To love, love, yeah
To love, love, yeah
To love, yeah
And now it's goodbye, it's goodbye for us",[Outro],"Write the [Outro] of a song titled ""Lose You To Love Me"" in the style of ""Selena Gomez"". Generate only 4 sentences.","Write the [Outro] of a song titled ""Lose You To Love Me"" in the style of ""Selena Gomez"". Generate only 4 sentences.","(Outro)
But if loving you means losing me
Then let your love set me free
I'd rather be alone than a shadow in your light
Than lose myself in the darkness of your night.",834
Shawn Mendes,Mercy,[Verse 1],"You've got a hold on me
Don't even know your power
I stand a hundred feet
But I fall when I'm around ya
Show me an open door
And you go and slam it on me
I can't take anymore",[Verse],"Write the [Verse] of a song titled ""Mercy"" in the style of ""Shawn Mendes"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Mercy"" in the style of ""Shawn Mendes"". Generate only 4 sentences.","(Verse)
Sun bleeds into golden, paints the clouds in white
You're a whisper in the silence, a beacon in the night
My heart's a fragile vessel, weathered by the tide
But your gentle hand offers mercy, where hope inside can hide.",835
Shawn Mendes,Mercy,[Chorus],"I'm saying
Baby, please have mercy on me
Take it easy on my heart
Even though you don't mean to hurt me
You keep tearing me apart
Would you please have mercy, mercy on my heart?
Would you please have mercy, mercy on my heart?",[Chorus],"Write the [Chorus] of a song titled ""Mercy"" in the style of ""Shawn Mendes"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Mercy"" in the style of ""Shawn Mendes"". Generate only 4 sentences.","(Chorus)
Mercy on my mind, whispers in the night
Shadows of the past, holding on so tight
But I'm learning to let go, to forgive the fading light
Maybe then, I'll find peace in the breaking of the night.",836
Shawn Mendes,Mercy,[Verse 2],"I'd drive through the night
Just to be near you, baby
Heart open, testify
Tell me that I'm not crazy
I'm not asking for a lot
Just that you're honest with me
And my pride is all I got
You might also like",[Verse],"Write the [Verse] of a song titled ""Mercy"" in the style of ""Shawn Mendes"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Mercy"" in the style of ""Shawn Mendes"". Generate only 4 sentences.","(Verse)
Sun bleeds into golden, painting shadows on the wall
Caught in whispers, memories echo in this hollow hall
My heart's a fragile vessel, ready to fall
But your gentle touch offers a mercy that calls.",837
Shawn Mendes,Mercy,[Chorus],"I'm saying
Baby, please have mercy on me
Take it easy on my heart
Even though you don't mean to hurt me
You keep tearing me apart
Would you please have mercy on me?
I'm a puppet on your strings
And even though you got good intentions
I need you to set me free
Would you please have mercy, mercy on my heart?
Would you please have mercy, mercy on my heart?",[Chorus],"Write the [Chorus] of a song titled ""Mercy"" in the style of ""Shawn Mendes"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Mercy"" in the style of ""Shawn Mendes"". Generate only 4 sentences.","(Chorus)
But I'm begging for mercy, a moment to breathe
Before this storm inside starts to crash and leave
Give me a reason to hold on, a whisper in the breeze
To believe that tomorrow might finally set my heart at ease.",838
Shawn Mendes,Mercy,[Bridge],"Consuming all the air inside my lungs
Ripping all the skin from off my bones
I'm prepared to sacrifice my life
I would gladly do it twice
Consuming all the air inside my lungs
Ripping all the skin from off my bones
I'm prepared to sacrifice my life
I would gladly do it twice",[Bridge],"Write the [Bridge] of a song titled ""Mercy"" in the style of ""Shawn Mendes"". Generate only 4 sentences.","Write the [Bridge] of a song titled ""Mercy"" in the style of ""Shawn Mendes"". Generate only 4 sentences.","The weight of the world, it hangs so low,
Shadows stretching, secrets it knows.
But in the silence, before the tears,
Mercy whispers, banishes all fears.",839
Shawn Mendes,Mercy,[Chorus],"Oh, please have mercy on me
Take it easy on my heart
Even though you don't mean to hurt me
You keep tearing me apart
Would you please have mercy on me?
I'm a puppet on your string
And even though you got good intentions
I need you to set me free
I'm begging you for mercy, mercy
I'm begging you, begging you, please, baby
I'm begging you for mercy, mercy
Ooh, I'm begging you, I'm begging you, yeah",[Chorus],"Write the [Chorus] of a song titled ""Mercy"" in the style of ""Shawn Mendes"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Mercy"" in the style of ""Shawn Mendes"". Generate only 4 sentences.","(Chorus)
Mercy, mercy on my soul,
Shadows whisper, stories untold.
But I'm reaching out for something new,
A gentle hand to guide me through.",840
Sia,Chandelier,[Verse 1],"Party girls don't get hurt
Can't feel anythin', when will I learn?
I push it down, I push it down
I'm the one for a good time call
Phone's blowin' up, ringin' my doorbell
I feel the love, I feel the love",[Verse],"Write the [Verse] of a song titled ""Chandelier"" in the style of ""Sia"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Chandelier"" in the style of ""Sia"". Generate only 4 sentences.","Pale moonlight paints the room, shadows stretch like velvet gloom.
Crystal chandelier, dripping diamonds in the gloom.
Flickering glow, secrets whispered, shadows shift and roam.
But I'm lost in the reflection, a face I've yet to know.",841
Sia,Chandelier,[Pre-Chorus],"One, two, three, one, two, three, drink
One, two, three, one, two, three, drink
One, two, three, one, two, three, drink
Throw 'em back 'til I lose count",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Chandelier"" in the style of ""Sia"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Chandelier"" in the style of ""Sia"". Generate only 4 sentences.","Pale moonlight paints the walls, shadows stretching tall and thin
Mirror's pale reflection, a soul that's lost within
Shadows whisper secrets, secrets of the night
But I'm hanging by a chandelier, afraid of the fading light.",842
Sia,Chandelier,[Chorus],"I'm gonna swing from the chandelier
From the chandelier
I'm gonna live like tomorrow doesn't exist
Like it doesn't exist
I'm gonna fly like a bird through the night
Feel my tears as they dry
I'm gonna swing from the chandelier
From the chandelier",[Chorus],"Write the [Chorus] of a song titled ""Chandelier"" in the style of ""Sia"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Chandelier"" in the style of ""Sia"". Generate only 4 sentences.","(Chorus)
Crystal drops descending, shadows stretching long and low
Gravity's a whisper, but the rhythm's taking hold
Chandelier's swinging, casting shadows on the wall
Lost in the reflection, a dizzying call.",843
Sia,Chandelier,[Post-Chorus],"But I'm holdin' on for dear life
Won't look down, won't open my eyes
Keep my glass full until mornin' light
'Cause I'm just holdin' on for tonight
Help me, I'm holdin' on for dear life
Won't look down, won't open my eyes
Keep my glass full until mornin' light
'Cause I'm just holdin' on for tonight, on for tonight
You might also like",[Post-Chorus],"Write the [Post-Chorus] of a song titled ""Chandelier"" in the style of ""Sia"". Generate only 4 sentences.","Write the [Post-Chorus] of a song titled ""Chandelier"" in the style of ""Sia"". Generate only 4 sentences.","Shadows stretch like velvet on the wall,
Moonlight spills like shattered diamonds, all.
But you're the only light I need to see,
Hanging there, a golden mystery.",844
Sia,Chandelier,[Verse 2],"Sun is up, I'm a mess
Gotta get out now, gotta run from this
Here comes the shame, here comes the shame (Ahh)",[Verse],"Write the [Verse] of a song titled ""Chandelier"" in the style of ""Sia"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Chandelier"" in the style of ""Sia"". Generate only 4 sentences.","Pale moonlight spills across the room,
Crystal chandelier, a shattered moon.
Shadows twist, a haunting dance they loom,
Shadows shift, secrets whispered in gloom.",845
Sia,Chandelier,[Pre-Chorus],"One, two, three, one, two, three, drink
One, two, three, one, two, three, drink
One, two, three, one, two, three, drink
Throw 'em back 'til I lose count",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Chandelier"" in the style of ""Sia"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Chandelier"" in the style of ""Sia"". Generate only 4 sentences.","Shadows stretch, a silent plea,
Moonlight paints a dusty scene.
Chandelier hangs, a teardrop glow,
Holding secrets whispered long ago.",846
Sia,Chandelier,[Chorus],"I'm gonna swing from the chandelier
From the chandelier
I'm gonna live like tomorrow doesn't exist
Like it doesn't exist
I'm gonna fly like a bird through the night
Feel my tears as they dry
I'm gonna swing from the chandelier
From the chandelier",[Chorus],"Write the [Chorus] of a song titled ""Chandelier"" in the style of ""Sia"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Chandelier"" in the style of ""Sia"". Generate only 4 sentences.","Shadows stretch, the silence screams
Crystal teardrop hangs in beams
Flickering light, a dizzying dream
Chandelier, hanging from a shattered scream.",847
Sia,Chandelier,[Post-Chorus],"But I'm holdin' on for dear life
Won't look down, won't open my eyes
Keep my glass full until mornin' light
'Cause I'm just holdin' on for tonight
Help me, I'm holdin' on for dear life
Won't look down, won't open my eyes
Keep my glass full until mornin' light
'Cause I'm just holdin' on for tonight, on for tonight",[Post-Chorus],"Write the [Post-Chorus] of a song titled ""Chandelier"" in the style of ""Sia"". Generate only 4 sentences.","Write the [Post-Chorus] of a song titled ""Chandelier"" in the style of ""Sia"". Generate only 4 sentences.","Shadows stretch, a silent plea,
Gravity's a melody.
Crystal tears descend and glow,
In this dizzying, golden show.",848
Sia,Chandelier,[Outro],"On for tonight
'Cause I'm just holdin' on for tonight
Oh, I'm just holdin' on for tonight
On for tonight, on for tonight
'Cause I'm just holdin' on for tonight
'Cause I'm just holdin' on for tonight
Oh, I'm just holdin' on for tonight
On for tonight, on for tonight",[Outro],"Write the [Outro] of a song titled ""Chandelier"" in the style of ""Sia"". Generate only 4 sentences.","Write the [Outro] of a song titled ""Chandelier"" in the style of ""Sia"". Generate only 4 sentences.","Shadows shift, the moon hangs low,
Gravity's a whisper, letting go.
Sparks ignite, a smoky haze,
Chandelier's fading, leaving only praise.",849
Tame Impala,’Cause I’m a Man,[Verse 1],"Like the brutal morning sun
It dawns on me, what have I done?
Saying sorry ain't as good as saying why
But it buys me a little more time
Lost in the moment for the second time
Each fuck up that I make, that makes you cry
I'm as pathetic, as the reason why
In desperation, all that you can do is ask me why",[Verse],"Write the [Verse] of a song titled ""’Cause I’m a Man"" in the style of ""Tame Impala"". Generate only 4 sentences.","Write the [Verse] of a song titled ""’Cause I’m a Man"" in the style of ""Tame Impala"". Generate only 4 sentences.","(Verse)
Sun bleeds gold across the highway line
Shadows stretching, a restless mind
Heartbeat drumming in a dusty dive
'Cause I'm a man, gotta find my own drive.",850
Tame Impala,’Cause I’m a Man,[Chorus],"‘Cause I'm a man, woman
Don't always think before I do
‘Cause I'm a man, woman
That's the only answer I got for you (Uh)
‘Cause I'm a man, woman
Not often proud of what I choose
I'm a human, woman
A greater force I answer to",[Chorus],"Write the [Chorus] of a song titled ""’Cause I’m a Man"" in the style of ""Tame Impala"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""’Cause I’m a Man"" in the style of ""Tame Impala"". Generate only 4 sentences.","(Chorus)
'Cause I'm a man, gotta shake this sand
From my boots and my soul, understand?
Got the desert in my veins, sun-bleached hair
This ain't a game, I'll wander anywhere.",851
Tame Impala,’Cause I’m a Man,[Verse 2],"Once again, as it takes a hold
I am aware, not in control
You see, I have a conscience and it's never fooled
But it's prone to be overruled
You wanna know why I always think I’m right?
(Why?) You never accept defeat and let it slide
(Why?) I have no voice if I don’t speak my mind
(Why?) My weakness is the source of all my pride
I'll tell you why
You might also like",[Verse],"Write the [Verse] of a song titled ""’Cause I’m a Man"" in the style of ""Tame Impala"". Generate only 4 sentences.","Write the [Verse] of a song titled ""’Cause I’m a Man"" in the style of ""Tame Impala"". Generate only 4 sentences.","(Verse)
Golden sun bleeds into the streetlights,
Shadows stretching, secrets in their sights.
Heartbeat steady, a rhythm in the night,
'Cause I'm a man, gotta keep the candle bright.",852
